Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Plavsko jezero;42.58716;19.92898;P etno selo Komnenovo, lesene hise z dakuziji in vsem potrebnim za sproscen dopust, odlicna restavracija tik ob jezeru, mir, lepa okolica, kolesarjenje, planinarjenje, colnarjenje,;P-Z;Parking
Stavna;42.71410;19.68174;Eko kantun Stavna, planota cca 1800m tik pod goro Kom Vasojevicki, asfaltirana cesta, izhodisce za pohode na Komovi 2487m;Z;Zanimivo
Djurdjevica Tara;43.15009;19.29495;Most cez Taro ob koncu kanjona, zipline 20E;Z;Zanimivo
Djurdjevica Tara;43.16278;19.29030;P rafting 35E/odr., 30E/otr.;P-Z;Parking
Rudanci;43.06513;19.38362;Kanjon Tare, neverjetno hladna voda, voda, izvir ob cesti;V;Voda
Tara;43.13847;19.30012;P ob cesti nad kanjonom Tare, nad pritokom reke Ljutice, mozno spanje;P-Z;Parking
Brezna;42.98360;18.93195;etno selo Brezna, S od Niksica, vasica kjer si najames leseno koco in bivas v naravi, sezona se odpre 1. maja;Z;Zanimivo
Durmitor;43.10423;19.01992;P ob gorski cesti cez Durmitor cca 1400m, od koder vodi planinska pot do Skrckega jezera, oziroma prelaza Skrcko Zdrijelo;P-Z;Parking
Durmitor National Park;43.13300;19.01660;Durmitor National Park, UNESCO Naravna dediscina;Z;Unesco
Niksic;43.11049;18.81797;P manastir Piva;P-Z;Parking
Piva;43.27175;18.84333;Jez HE na Pivi;Z;Zanimivo
Pluzine;43.16193;18.77853;Kamp Vrbnica malo po kavbojsko so pa prijazni in mir poleg ribogojnice kjer se dobijo odlicne postrvi za kosilo ali vecerjo;KAMP;KAMP
Scapan polje;43.34810;18.84632;Meja Bosna-Crna Gora, most;P;Parking
Scepan Polje;43.35072;18.92316;Kamp Grab, maj-nov., nad Taro, 100 mest, bar, restavracija, Camper stop, <a href=http://www.tara-grab.com target=_blank>more info...</a>;KAMP;KAMP
Skrcko Zdrijelo;43.12861;19.01153;Prelaz Skrcko Zdrijelo, 2114m, eden najlepsih razgledov v Durmitorju, parkiramo ob cestu 43.10423,19.01992, lahek 2 urni pohod;Z;Zanimivo
Duga;42.53499;19.33518;Gostisce Mimoza, veliko dvorisce, spanje;P;Parking
Plavnica;42.27241;19.20103;P velik moderen turisticen kompleks ob jezeru Plavnica, bazen, ob bazenu disko glasba, natakarji v frakih, lepo;P;Parking
Podgorica;42.43632;19.24811;P na solskem dvoriscu, brezplacno;P;Parking
Podgorica;42.43848;19.24719;P v Podgorici na ulici med bolnico in otroskim parkom, del prometne ceste, ob otroskem parku javna pipa z vodo;P-V;PZA
Podgorica;42.44521;19.25820;Most Milenium, 140m dolg viseci most, zgradilo ga je slovensko podjetje Primorje;Z;Zanimivo
Vitoja;42.32549;19.36270;Zapuscen park ob cesti, izvir vode in jezerce, 13 stopinj voda, spanje bp;P-V;PZA
Rozaje;42.83614;20.13090;Zeleni raj, kamp, ni elektrike, ni odtoka, spanje, voda;P-V;PZA
Nevidio;42.98962;19.06883;Kanjon Nevidio na reki Komarnica, kanjoning, <a href=http://www.montenegro-canyoning.com target=_blank>more info...</a>;Z;Zanimivo
Niksic;42.89417;19.07830;Prelaz med Savnikom in Niksicem;Z;Zanimivo
Savnik;42.97779;19.07249;Eco Selo Nevidio, <a href=http://www.etnoselonevidio.com target=_blank>more info...</a>;P;Parking
Savnik;42.97789;19.07497;P lepa domaca restavracija z imenom Jatak, jagnje izpod peke, spanje;P;Parking
Donji Stoliv;42.47182;18.70682;Kamp Mimoza, tik nad obalno cesto, Kotorski zaliv;KAMP;KAMP
Tivat;42.42728;18.70180;P Tivat, ob morju, par 100m iz centra, spanje;P;Parking
Ada Bojana;41.86488;19.34492;Kamp Ada Bojana, mesan tekstil in FKK, dobro vzdusje, 100 m do plaze, zvecer obcasno zaprasujejo komarje, <a href=http://www.avtokampi.si/kamp/4/146/Ada-Bojana target=_blank>more info</a>;KAMP;KAMP-FKK
Ada Bojana;41.86635;19.34066;P, spanje, izliv Bojane v morje;P;Parking
Ada Bojana;41.87103;19.35259;P pred mostom cez reko Ado Bojano, ribje restavracije, kolibe na vodi;P;Parking
Bar;42.00994;19.15087;Kamp Utjeha, 12E/AD, na sredini med Barom in Ulcinjem, <a href=http://www.avtokampi.si/kampi/kamp-utjeha target=_blank>more info</a>;KAMP;KAMP
Bar;42.01023;19.15123;Kamp Oliva - Utjeha, na sredini med Barom in Ulcinjem, 13 E/noc brez elektrike, <a href=http://www.avtokampi.si/kampi/kamp-oliva-utjeha target=_blank>more info</a>;KAMP;KAMP
Skadarsko jezero;42.06438;19.37411;P tik na meji z Albanijo na 916m visokem prelazu na razgledni tocki med Skadarskim jezerom in morsko ulcinjsko stranjo;P-Z;Parking
Ulcinj;41.88937;19.30820;P plaza Copacabana Ulcinj, siva mivka;P;Parking
Ulcinj;41.89319;19.29597;velika plaza pri Ulcinju;Z;Zanimivo
Ulcinj;41.90277;19.26977;Kamp Tropicana, 12E, borov gozdicek, mir, prva vrsta, <a href=http://www.avtokampi.si/kampi/kamp-tropicana-beach target=_blank>more info</a>;KAMP;KAMP
Ulcinj;41.90448;19.26533;Kamp Safari beach, 25E/AD, urejen pol v borovi senci pol na soncu, sanitarije ciste, <a href=http://www.avtokampi.si/kamp/4/435/Safari-Beach target=_blank>more info</a>;KAMP;KAMP
Ulcinj;41.92181;19.20578;P Ulcinj, tik nad obalo;P;Parking
Ulcinj;41.93006;19.21451;P ob cesti brezplacno, do centra 15min;P;Parking
Ulcinj;41.93007;19.21210;P pred mestom, 0,5E/h;P;Parking
Ulcinj;41.95047;19.16515;P plaza Valdanos, rampa na vhodu! Dokaj lepa in dolga plaza, za njo nekaj sence dreves, parkiranje na travi;P;Parking
Utjeha;41.99919;19.14946;Kamp Utjeha v zalivu Masline;KAMP;KAMP
Donja Dobrilovina;43.05202;19.38586;Kamp Kapija Kanjona, za slovence brezplacno, rafting, dzip safari, sportno plezanje, <a href=http://www.kapijakanjona.com target=_blank>more info...</a>;KAMP;KAMP
Donja Dobrilovina;43.05703;19.38522;Spanje pri hisi na travniku, kanjon Tare, prijazen lastnik;P;Parking
Durmitor;43.08584;19.14467;Vrazje Jezero, spanje, zelo lepo, mozno parkiranje tik ob vodi, ki je primerna za kopanje, mirno, sredi julija sami ob jezeru;P;Parking
Durmitor;43.09206;19.08923;P ob gorski cesti cez Durmitor, spanje;P-Z;Parking
Durmitor;43.09414;19.10821;P, zraven Poscanskega jezera, spanje;P;Parking
Durmitor;43.09491;19.10429;Kamp Katun, majhen druzinski kamp, idilicna lokacija, 5 E/AD, odlicna domaca hrana, jahanje, nima izpusta in elektrike;KAMP;KAMP
Durmitor;43.09864;19.05053;Sedlo Prevoj Dobri Do, 1907, dobro izhodisce za Bobotov Kuk 2523, mozno spanje;P-Z;Parking
Durmitor;43.10044;19.06083;izvir studencnice ob gorski cesti cez Durmitor;V;Voda
Durmitor;43.12276;19.10452;Smucisce Savin Kuk, veliko parkirisce, mozno spanje, ogled;P;Parking
Durmitor;43.15313;19.09732;kamp Ivando ob Crnem jezeru, nic posebnega, ima le lepo lego, dva tusa, dva WCja, dve koriti, 8,5E/noc, <a href=http://www.avtokampi.si/kamp/4/380/Ivan-do target=_blank>more info</a>;KAMP;KAMP
Durmitor;43.15494;19.10032;kamp Mlinski potok, nmv 1469m, 10E/noc, zadnjih 200m ceste je slabih, kamp je pred hiso, v polni sezoni nudi vodo in WC, <a href=http://www.avtokampi.si/kamp/4/428/Mlinski-potok target=_blank>more info</a>;KAMP;KAMP
Zabljak;43.14386;19.11590;Kamp kod Boce, 13.2E AD+elektrika/noc, <a href=http://www.avtokampi.si/kamp/4/424/Kod-Boce target=_blank>more info</a>;KAMP;KAMP
Zabljak;43.14425;19.11202;Kamp Razvrsje, AD 10E na dan, bungalovi, Wi-Fi, pes po gozdu do Crnega Jezera, rafting Tara 40E/osebo, <a href=http://www.avtokampi.si/kamp/4/246/Razvrsje target=_blank>more info</a>;KAMP;KAMP
Zabljak;43.15444;19.10611;P v blizini Crnega jezera, Zabljak, ob muzejcku in trgovini s spominki;P;Parking
Zabljak;43.15577;19.12313;Spomenik NOB, lep razgled nad Zabljakom;Z;Zanimivo
Zabljak;43.17200;19.07928;P Momcilo grad, asfalt, ravno, mozno spanje, zgornja postaja smucisca, lep razgled na Zabljak in Crno jezero;P-Z;Parking
Zabljak;43.19393;19.08958;P Curevac, od tu je se cca 20 minut hoje do najlepse in najvisje razgledne tocke 1000m pecine nad Taro;P-Z;Parking
Zabljak;43.20156;19.09299;Curevac, razgledna tocka nad kanjonom Tare;Z;Zanimivo
Copenhagen;55.59561;12.75988;Most in tunel, ki povezuje Svedsko in Dansko, 86E nad 6m, 43E pod 6m;Z;Zanimivo
Copenhagen;55.61625;12.42250;P veliko, brez oskrbe Copenhagen;P;Parking
Copenhagen;55.64542;12.64951;Kastrup Sea Bath, nenavadno kopalisce, polkrozen pomol;Z;Zanimivo
Copenhagen;55.64740;12.50672;CityCamp Copenhagen, 30E, <a href=http://www.campercontact.com/en/denmark/hovedstaden/kopenhagen/75327/citycamp-copenhagen target=_blank>more info</a>;KAMP;KAMP
Copenhagen;55.66433;12.63072;P, marina Sundbyoster, brezplacno, 5km do centra;P;Parking
Copenhagen;55.66732;12.53212;Carlberg pivovarna Copenhagen;Z;Zanimivo
Copenhagen;55.67167;12.57944;P, odlicno izhodisce za center mesta 3E/uro;P;Parking
Copenhagen;55.67284;12.59385;Cerkev spirlani turn Copenhagen;Z;Zanimivo
Copenhagen;55.67350;12.57334;Parkirisce v centru mesta - nasproti opere in Tivolija ob nedeljah zastonj;P;Parking
Copenhagen;55.67416;12.58174;Kraljeva knjiznica Copenhagen;Z;Zanimivo
Copenhagen;55.67435;12.57478;Narodni muzej Copenhagen;Z;Zanimivo
Copenhagen;55.67458;12.55813;Planetarij Copenhagen;Z;Zanimivo
Copenhagen;55.67463;12.56564;Tivoli Gardens, zelo lep park, <a href=http://www.tivoli.dk target=_blank>more info...</a>;Z;Zanimivo
Copenhagen;55.67518;12.57751;Christiansborg Slot Palaca Copenhagen;Z;Zanimivo
Copenhagen;55.67554;12.58047;Danski parlament Copenhagen;Z;Zanimivo
Copenhagen;55.67558;12.56952;Mestna hisa Copenhagen;Z;Zanimivo
Copenhagen;55.67622;12.57031;Muzej Belive it or not, nenavadnosti, delo cloveka ali narave, <a href=http://www.ripleys.com/wp/copenhagen target=_blank>more info...</a>;Z;Zanimivo
Copenhagen;55.67790;12.57281;Trg Nytorv Copenhagen;Z;Zanimivo
Copenhagen;55.67854;12.58134;Najstarejsa cerkev v Kopehagnu Copenhagen;Z;Zanimivo
Copenhagen;55.67883;12.57956;Stroget ali pescona Copenhagen;Z;Zanimivo
Copenhagen;55.67913;12.58473;Veleblagovnica 100 let stara Copenhagen;Z;Zanimivo
Copenhagen;55.67922;12.57204;Cerkev Vor Frue Kirke Copenhagen;Z;Zanimivo
Copenhagen;55.67962;12.58601;Gledalisce Det Kongelige Copenhagen;Z;Zanimivo
Copenhagen;55.67968;12.59000;Procelje his Copenhagen;Z;Zanimivo
Copenhagen;55.67977;12.57252;Univerza Copenhagen;Z;Zanimivo
Copenhagen;55.68008;12.58364;Guinnessov muzej Copenhagen;Z;Zanimivo
Copenhagen;55.68051;12.58784;Kanal Copenhagen;Z;Zanimivo
Copenhagen;55.68055;12.58591;Kongens Nytorv Copenhagen;Z;Zanimivo
Copenhagen;55.68056;12.58465;Najstarejsi hotel v Skandinaviji Copenhagen;Z;Zanimivo
Copenhagen;55.68138;12.57576;Okrogel stolp Rundetarn Copenhagen;Z;Zanimivo
Copenhagen;55.68209;12.60014;Opera Copenhagen;Z;Zanimivo
Copenhagen;55.68341;12.57856;Kraljevi vrt Copenhagen;Z;Zanimivo
Copenhagen;55.68348;12.59505;Moderni park Copenhagen;Z;Zanimivo
Copenhagen;55.68451;12.59286;Danska rezidenca ob 12 menjava straze Copenhagen;Z;Zanimivo
Copenhagen;55.68490;12.58947;Marmorkirken Copenhagen;Z;Zanimivo
Copenhagen;55.68524;12.59088;Ruska cerkev Copenhagen;Z;Zanimivo
Copenhagen;55.68578;12.57715;Grad Rosenborg Copenhagen;Z;Zanimivo
Copenhagen;55.68741;12.57292;Rastlinjak, botanicni vrt Copenhagen;Z;Zanimivo
Copenhagen;55.68816;12.59633;Oklepnik Copenhagen;Z;Zanimivo
Copenhagen;55.68930;12.59765;Gefion springvandet vodnjak Copenhagen;Z;Zanimivo
Copenhagen;55.69039;12.59957;P za AD, WC v blizini, 80DKK/noc, hrupno, zelo blizu centra;P;Parking
Copenhagen;55.69131;12.59436;Utrdba Kastellet Copenhagen;Z;Zanimivo
Copenhagen;55.69280;12.59915;P pri Mali Morski Deklici Copenhagen;P;Parking
Copenhagen;55.70081;12.54252;Park Superkilen, ultramoderen park, futuristicna globalna kultura;Z;Zanimivo
Copenhagen;55.71658;12.53334;Cerkev Grundtvigs Copenhagen;Z;Zanimivo
Copenhagen;55.78565;12.49001;Frilandsmuseet muzej na prostem Copenhagen;Z;Zanimivo
Copenhagen;55.79506;12.57123;Lovski dvorec Copenhagen;Z;Zanimivo
Copenhagen;55.79506;12.58940;P za lovski dvorec Copenhagen;P;Parking
Dragor;55.59221;12.67661;P Dragor, pred marino, mirno, prijetna krasna vasica, pogled na most Danska-Svedska, mozno spanje;P;Parking
Fredensborg;55.98186;12.39579;Fredensborg grad;Z;Zanimivo
Horsholm;55.86479;12.48647;PZA;PZA;PZA
Horsholm;55.86539;12.48465;PZA;PZA;PZA
Karlslunde;55.56069;12.23093;PZA Karlslunde;PZA;PZA
Klampenborg;55.77470;12.57876;Bakken, najstarejsi tematski park na svetu, vstopnina 33E, <a href=http://www.bakken.dk target=_blank>more info...</a>;Z;Zanimivo
Klampenborg;55.77803;12.58993;P za plazo Bellveue;P;Parking
Kobenhavn;55.59406;12.34248;Kamp Hundige Strrand 20km JZ od Kopenhagna, v mesto z vlakom vagoni za kolesa, blizu marina in obala;KAMP;KAMP
Kobenhavn;55.63818;12.57461;CPH Autocamp, 35E, odprto nonstop, <a href=http://www.campercontact.com/en/denmark/hovedstaden/kopenhagen/74885/cph-autocamp target=_blank>more info</a>;KAMP;KAMP
Kobenhavn;55.66060;12.55890;PZA Kopenhagen, premicni WC-ji, recepcija, ograja, 500m od vodnega avtobusa do mesta, za 300 AD, rezervacija, 35E/dan;PZA;PZA
Kobenhavn;55.69477;12.59754;P Kopenhagen blizu Morske deklice, pristanisce, SV Kobenhavna, spanje;P;Parking
Kongens;55.80020;12.53266;PZA;PZA;PZA
Rodovre;55.67219;12.43281;Kamp Absalon. Rodovre, odprt vse leto, Z predmestje Kobenhavna;KAMP;KAMP
Vallensbak;55.61439;12.39700;PZA P, mozna oskrba;PZA;PZA
Gilleleje;56.11894;12.34948;Svetilnik na premog;Z;Zanimivo
Helsingor;56.00307;12.57376;P ob obali danska riviera , plaze, kopanje, kolesarjenje;P;Parking
Helsingor;56.03237;12.61440;Trajekt Helsingor, kombinirana karta za oba trajekta Helsinborg-Helsingor Rodby-Putgarten 1175SEK;Z;Zanimivo
Helsingor;56.03620;12.61057;Mestni trg;Z;Zanimivo
Helsingor;56.03683;12.61326;Karmelitter samostan;Z;Zanimivo
Helsingor;56.03903;12.62189;Grad Kronborg , Kronborg Castle, UNESCO Kulturna dediscina;Z;Unesco
Helsingor;56.04171;12.61607;P Helsingor v marini blizu gradu Kronborg, brezplacno, voda, spanje;P-V;PZA
Helsingor;56.04200;12.60207;Marienlyst grad;Z;Zanimivo
Hillerod;55.93494;12.30130;Grad Frederiksborg;Z;Zanimivo
Hillerod;55.93533;12.29677;P Frederiksborg;P;Parking
Hornbaek;56.09133;12.45437;PZA;PZA;PZA
Hornbak;56.09155;12.48672;P na plazi mozno spanje;P;Parking
Jagerspris;55.85574;11.97426;Grad Jaegerspris str;Z;Zanimivo
Liseleje;56.01440;11.96876;P zraven plaze;P;Parking
Liseleje;56.02536;11.99927;P plaza;P;Parking
Tisvildeleje;56.05581;12.05856;P velik plaza;P;Parking
Asperup;55.51064;9.88364;P na plazi;P;Parking
Asperup;55.51207;9.94199;P na plazi;P;Parking
Ejby;55.44717;9.98131;PZA;PZA;PZA
Faaborg;55.07770;10.08228;FKK kamp Naturistforeningen Fyn, 27E/AD, <a href=http://www.naturistcamping.dk target=_blank>more info...</a>;KAMP;KAMP-FKK
Kerteminde;55.45036;10.66129;Podvodni tunel, fjord, kamp, baelt;Z;Zanimivo
Kerteminde;55.45193;10.66413;PZA Marina, wifi;PZA;PZA
Kvaerndrup;55.17257;10.49029;P Kvaerndrup, grad Egeskov, brezplacno, spanje, J od Odense, otok SIAELLAND;P;Parking
Langeskov;55.34867;10.59320;PZA;PZA;PZA
Langeskov;55.34981;10.59812;PZA;PZA;PZA
Middelfart;55.46027;9.77983;FKK Naturistforeningen Lillebalt, <a href=http://www.naturisme.dk target=_blank>more info...</a>;KAMP;KAMP-FKK
Middelfart;55.48776;9.84526;PZA;PZA;PZA
Middelfart;55.49203;9.73116;PZA WC, voda P, mozna oskrba;PZA;PZA
Middelfart;55.51288;9.76829;P spanje, Z od Kolding, Z otoka Fyn;P;Parking
Norre Aaby;55.47787;9.87976;PZA;PZA;PZA
Nyborg;55.30333;10.82908;P Nyborg, ob obali, malo naprej kamp;P;Parking
Nyborg;55.31260;10.78733;Grad Nyborg;Z;Zanimivo
Odense;55.36578;10.46760;PZA P, mozna oskrba;PZA;PZA
Odense;55.39112;10.37643;Voda ob cesti;V;Voda
Odense;55.39175;10.37809;P v ulici ob cerkvi, park, na koncu voda;P-V;PZA
Odense;55.39529;10.38873;Odense cerkev;Z;Zanimivo
Odense;55.39602;10.38859;Mestna hisa;Z;Zanimivo
Odense;55.40014;10.39176;P Odense, S blizu rojstne hise Hans Christian Andersena;P;Parking
Ringe;55.21919;10.50285;PZA;PZA;PZA
Ringe;55.22106;10.49958;PZA;PZA;PZA
Skallebolle;55.39337;10.18898;BS ob AC V od Visenberg, otok FYN,;P;Parking
Svendborg;55.02246;10.65353;Grad Valdemars;Z;Zanimivo
Tranekar;55.00129;10.85451;Grad Tranekaer slot;Z;Zanimivo
Vissenbjerg;55.38612;10.16487;PZA;PZA;PZA
Vissenbjerg;55.39401;10.18754;PZA;PZA;PZA
Vissenbjerg;55.39453;10.18966;PZA;PZA;PZA
Aarhus;56.13964;10.21950;PZA, vsa oskrba, 20E, v marini;PZA;PZA
Aarhus;56.15204;10.20374;arhus mestna hisa;Z;Zanimivo
Aarhus;56.15656;10.20941;Arhus center;Z;Zanimivo
Aarhus;56.15809;10.20520;Cerkev Vor Frue;Z;Zanimivo
Aarhus;56.15953;10.18984;P Det Gamle, Aarhus, ob cesti, vas muzej, stare hise, ogled obvezen;P-Z;Parking
Auning;56.43782;10.34295;Gammel Estrup dvorec;Z;Zanimivo
Ebeltoft;56.19582;10.67253;Ebeltoft;Z;Zanimivo
Ebeltoft;56.20285;10.73330;PZA ob cesti, wc na kriziscu, mirno mozna oskrba;PZA;PZA
Ejer Bavnehoj;55.97681;9.83130;P, Mollehoj, najvisja tocka Danske 171m, na polju je kamen 55.977435,9.826329;P;Parking
Hadsten;56.38286;10.16956;Grad Clausholm;Z;Zanimivo
Hornslet;56.33339;10.33337;Grad Rosenholm;Z;Zanimivo
Kystvejen;56.01355;10.26751;FKK Naturistforeningen Jylland, 20E, <a href=http://www.nfj.dk target=_blank>more info...</a>;KAMP;KAMP-FKK
Mariager;56.65402;9.97974;Muzej solinarstva;Z;Zanimivo
Randers;56.44954;10.00109;PZA;PZA;PZA
Randers;56.44960;9.99936;PZA;PZA;PZA
Ry;56.09313;9.75473;P mirno cez noc;P;Parking
Ry;56.10070;9.68545;P blizu enega najvisjih danskih hribov Himmelbjerget, pogled fantasticen, reke, jezera, barke;P-Z;Parking
Skanderborg;56.04985;9.93005;PZA;PZA;PZA
Skanderborg;56.05079;9.92546;Wc, voda P, mozna oskrba;PZA;PZA
Tilst;56.17574;10.06581;PZA;PZA;PZA
Tilst;56.17853;10.06625;PZA;PZA;PZA
Hobro;56.63814;9.79912;Hobro - muzej plovil - vstopnico dobis ob ogledu vikinske vasice;Z;Zanimivo
Aalborg;57.05380;9.87240;Kamp Aalborg, 35E, tekstilni in fkk, zelo miren in lepo urejen, ob Limfjordu, 20min od sredisca mesta, <a href=http://www.aalborgcamping.dk target=_blank>more info...</a>;KAMP;KAMP
Blokhus;57.27134;9.64428;Vodni park farup sommerland;Z;Zanimivo
Dronninglund;57.24221;10.33908;Grad Voergard Slot;Z;Zanimivo
Hirsthals;57.58744;9.97821;P, spanje;P;Parking
Hirtshals;57.58718;9.97979;Nordsoen Oceanarij;Z;Zanimivo
Hirtshals;57.59012;9.95311;P brezplacno zraven wc P, mozna oskrba;P-WC;PZA
Hirtshals;57.59175;9.96850;trajekt Color Line, Hirtshals;Z;Zanimivo
Hirtshals;57.59497;9.98005;trajekt Fjord Line, Hirtshals, rezervacija po netu, 117E, hiter katamaran v 2h do Kristiansanda;Z;Zanimivo
Hjallerup;57.15296;10.16111;PZA;PZA;PZA
Hjallerup;57.15360;10.15737;PZA;PZA;PZA
Hjortdal;57.15412;9.36432;P Hjortdal, dostop do plaze;P;Parking
Hobro;56.62500;9.78130;P vikinska vas 9 his Parking. Brezplacno;P-Z;Parking
Hobro;56.62516;9.77284;PZA Hobro, Fyrkat Molle, pred vikinsko utrdbo in vasjo, lahko se obleces v vikinska oblacila;PZA;PZA
Hobro;56.63575;9.78145;kamp Hobro, cena 219 DKK + 20 Wi-FI;KAMP;KAMP
Hobro;56.73352;9.70432;P pocivalisce ob AC nad Hobro, spanje;P;Parking
Lindholm;57.07864;9.91224;P Lindholm, pri pokopaliscu vikingov;P-Z;Parking
Lokken;57.36284;9.69825;P Lokken, na plazi;P;Parking
Lonstrup;57.45116;9.79448;P Lonstrup, svetilnik Rubjerg Knude, postavljen na robu obale visoko na sipinah, hoja po mivkastem hribu, obvezen ogled;P-Z;Parking
Norkarsvej Limfjord;57.02525;10.11193;P, ob morju, brezplacno, <a href=http://www.campercontact.com/en/denmark/nordjylland/storvorde/56075/primitive-lejrplads-n%C3%B8rk%C3%A6rsvej-limfjord target=_blank>more info</a>;P;Parking
Rannerod;57.65417;10.40867;P Rannerod, ob ogromnih sipinah, mozno spanje, tik pod Skagen, WC, brezplacno, voda;P-Z-WC-V;PZA
Saby;57.20375;10.49346;P marina;P;Parking
Saby;57.24942;10.54911;P plaza, spanje;P;Parking
Saby;57.28894;10.53832;P plaza;P;Parking
Saby;57.33201;10.53384;PZA, 15E od 18-9 ure;PZA;PZA
Skagen;57.71362;10.54305;P pod Skagen, v blizini cerkve, zakopane v pesku;P-Z;Parking
Skagen;57.71574;10.57334;P brezplacno, blizu centra, mirno;P;Parking
Skagen;57.71897;10.57739;P, brezplacno, pes do centra, s kolesi do rta cca 4km;P;Parking
Skagen;57.73549;10.63008;Svetilnik Grengen;Z;Zanimivo
Skagen;57.73874;10.63353;P Skagen, ob sipinah, sticna tocka med Severnim in Baltskim morjem, 150DK ~20E na noc, parkiranje 13DK/ura, cisto na koncu rta - do morja vozi avtobus;P;Parking
Suldrup;56.84173;9.74355;PZA;PZA;PZA
Suldrup;56.84255;9.74057;PZA;PZA;PZA
Svenstrup;56.99312;9.90014;PZA voda izpust;PZA;PZA
Tars;57.38972;10.11556;PZA Tars, ob trgovini z avtodomi, 7E, mirno, na travici;PZA;PZA
Tylstrup;57.22208;9.94102;PZA;PZA;PZA
Tylstrup;57.22261;9.93757;PZA voda izpust;PZA;PZA
Verdenskortet;56.59040;9.63931;Atlas sveta kot park na vodi, narejen iz zemlje in kamna, delo enega cloveka;Z;Zanimivo
Billund;55.73006;9.11472;Lego hisa, ogromna igralnica, hisa iz 21 velikih kock, izjemna na zunaj in znotraj, vstopnina 13E, <a href=http://www.legohouse.com target=_blank>more info...</a>;Z;Zanimivo
Billund;55.73150;9.13500;kamp Legoland Village;KAMP;KAMP
Billund;55.73280;9.12210;Lego tovarna;Z;Zanimivo
Billund;55.73607;9.13167;P, Legoland, zabaviscni park;P-Z;Parking
Billund;55.73857;9.12190;P Billund Legoland, na zadnjem parkingu, brezplacno spanje;P;Parking
Billund;55.74210;9.13100;letalisce;Z;Zanimivo
